product_code,unit_of_order_code,product_name(do not edit),quantity_type(do not edit),product_tag,extra_product_details,tax_applicable(Yes or No),availability(available or limited or unavailable or hidden),cost,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,product_id(do not edit),quantity_type_id(do not edit)
'K1248','',Mushrooms - Field / Flat (2nd's),Box,'H7','','No','limited',24.00,32.00,34.00,36.00,34.00,34.00,32.00,36.00,31.00,96eff254-10ec-4e74-8a72-8227e9c8a23a,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'K1215','',Mushrooms - Gold Enoki,Pn,'E2','','No','available',3.00,4.25,4.55,4.85,4.55,4.55,4.00,4.85,4.00,391c1a42-e83f-4d99-b9be-8971a6dbaca6,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1216','',Mushrooms - Gourmet Mixed,Pn,'E2','','No','available',3.50,5.25,5.60,6.00,5.60,5.60,5.00,6.00,5.00,2af0128a-986a-49de-8b16-3023e75798d6,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1217','',Mushrooms - King Brown,Pn,'E1','','No','available',3.21,4.50,4.70,5.40,4.70,4.70,4.50,5.40,4.50,863554cd-d3bc-4815-a13d-24b8757a395b,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1218','',Mushrooms - King Brown Baby,Pn,'E1','','No','available',3.50,4.50,4.85,5.40,4.85,4.85,4.50,5.40,4.50,24b49f40-474b-48bb-b5ee-5ec2bf3cf5c7,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1219','',Mushrooms - Lion's Mane,Box (1kg),'E7','','No','available',60.00,77.00,79.00,92.40,79.00,79.00,75.00,92.40,75.00,a63599f4-96a7-47d3-8253-6f23d6249109,53dff81c-a7fb-4b1c-b563-f88f5b1b1819
'K1220','',Mushrooms - Lion's Mane,Box (500g),'E7','','No','available',30.00,40.00,43.00,48.00,43.00,43.00,39.00,48.00,39.00,a63599f4-96a7-47d3-8253-6f23d6249109,533cd3c3-732a-403a-b8b4-4ad8075f33a8
'K1222','',Mushrooms - Morels,Kg,'E2','','No','unavailable',90.00,125.00,130.00,150.00,130.00,130.00,122.00,150.00,122.00,40ccc473-6756-4b72-bc02-2c8727f87cb8,94ab9910-b3ea-495c-a740-198b0364a92f
'K1223','',Mushrooms - Nameko,Pn,'E1','','No','unavailable',5.00,7.00,7.50,8.40,7.50,7.50,7.00,8.40,7.00,b9045405-17fa-43db-a65c-e3cf69b9cad9,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1224','',Mushrooms - Oyster,Kg,'E2','','No','available',13.50,22.00,26.00,26.40,26.00,26.00,20.00,26.40,20.00,29153a88-3524-4474-a2ce-dec683ed515e,94ab9910-b3ea-495c-a740-198b0364a92f
'K1225','',Mushrooms - Oyster,Pn,'E2','','No','available',2.47,4.00,4.50,4.80,4.50,4.50,3.90,4.80,3.90,29153a88-3524-4474-a2ce-dec683ed515e,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1226','',Mushrooms - Oyster Black,Kg,'E2','','No','available',13.50,22.00,26.00,26.40,26.00,26.00,20.00,26.40,20.00,676467e8-5ec3-4a58-b7f4-748e29f9ae88,94ab9910-b3ea-495c-a740-198b0364a92f
'K1227','',Mushrooms - Oyster Black,Pn,'E2','','No','available',2.47,4.40,4.80,5.28,4.80,4.80,4.40,5.28,4.40,676467e8-5ec3-4a58-b7f4-748e29f9ae88,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1228','',Mushrooms - Oyster Pink,Kg,'E2','','No','unavailable',20.00,35.00,38.00,42.00,38.00,38.00,34.00,42.00,34.00,01008c2b-071a-4994-b740-c415fe50252c,94ab9910-b3ea-495c-a740-198b0364a92f
'K1229','',Mushrooms - Oyster Pink,Pn,'E2','','No','unavailable',4.00,5.50,6.00,6.60,6.00,6.00,5.50,6.60,5.50,01008c2b-071a-4994-b740-c415fe50252c,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1230','',Mushrooms - Oyster Yellow,Kg,'E2','','No','unavailable',50.00,65.00,70.00,78.00,70.00,70.00,65.00,78.00,65.00,524a662e-757c-4751-bc3f-05dfe1b4529b,94ab9910-b3ea-495c-a740-198b0364a92f
'K1231','',Mushrooms - Oyster Yellow,Pn,'E2','','No','unavailable',4.00,5.50,6.00,6.60,6.00,6.00,5.50,6.60,5.50,524a662e-757c-4751-bc3f-05dfe1b4529b,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1232','',Mushrooms - Pearl,Pn,'E1','','No','available',5.50,8.50,9.00,9.50,9.00,9.00,7.50,9.50,7.50,23b89ec8-f042-42e4-9d68-d6b3ff744afb,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1234','',Mushrooms - Shiitake,Pn,'E2','','No','available',3.50,4.50,4.75,5.00,4.75,4.75,4.40,5.00,4.00,515a6f2d-87eb-492e-87f2-9e68eed0347b,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1235','',Mushrooms - Shiitake 'Otway',Box (2kg),'E2','','No','available',50.00,66.00,69.00,79.20,69.00,69.00,64.00,79.20,64.00,a06a20c3-1efc-4365-abe5-ed990b66307c,34b00355-3617-4200-a8b6-0d3b7ebf86bb
'K1236','',Mushrooms - Shiitake 'Otway',Kg,'E2','','No','available',25.00,35.50,37.50,42.60,37.50,37.50,35.00,42.60,35.00,a06a20c3-1efc-4365-abe5-ed990b66307c,94ab9910-b3ea-495c-a740-198b0364a92f
'K1237','',Mushrooms - Shimeji,Pn,'E1','','No','available',3.00,4.40,4.75,5.40,4.75,4.75,4.40,5.40,4.40,306a4760-d7dc-4b54-a74d-d665b5a5d158,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1240','CTN',Mushrooms - Sliced,CTN,'E2','','No','available',35.00,47.00,52.00,57.00,52.00,52.00,45.00,57.00,45.00,5cc07672-06ad-4c49-ab4b-536367b132ac,57d27b70-80f5-4d90-9af6-fbc566062ef9
'K1238','PNT',Mushrooms - Sliced,Pn,'E2','','No','available',2.00,3.20,3.50,3.80,3.50,3.50,3.00,3.80,3.00,5cc07672-06ad-4c49-ab4b-536367b132ac,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1239','',Mushrooms - Swiss Breakfast Flats,Box (3kg),'M5','','No','available',33.00,44.00,46.00,48.00,46.00,46.00,42.00,48.00,38.00,d231dc3c-dccb-4ebc-be59-b974cdbb457e,916e30ec-8c83-4a01-9f0b-eebe22162500
'K1243','',Mushrooms - Swiss Brown,Pn,'M5','','No','available',3.00,4.75,5.00,5.50,5.00,5.00,4.50,5.50,4.50,484122ed-503c-443b-81ea-aabaa334cd95,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1246','BOX',Mushrooms - Swiss Brown (Cups),Box,'M5','','No','available',36.00,48.00,49.00,50.00,49.00,49.00,47.00,50.00,46.00,4c76b9ba-0fd5-48d7-9902-05e2377dfb65,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'K1247','KG',Mushrooms - Swiss Brown (Cups),Kg,'M5','','No','available',12.50,16.95,17.70,18.65,17.70,17.70,16.50,18.65,17.00,4c76b9ba-0fd5-48d7-9902-05e2377dfb65,94ab9910-b3ea-495c-a740-198b0364a92f
'K1244','',Mushrooms - Swiss Brown (Flats),Box (3kg),'M5','','No','available',36.00,48.00,49.00,50.00,49.00,49.00,47.00,50.00,44.00,cd8a88ed-ca99-474e-9115-dd3f6680218d,916e30ec-8c83-4a01-9f0b-eebe22162500
'K1245','',Mushrooms - Swiss Brown (Flats),Kg,'M5','','No','available',12.00,16.95,17.70,18.65,17.70,17.70,16.50,18.65,17.00,cd8a88ed-ca99-474e-9115-dd3f6680218d,94ab9910-b3ea-495c-a740-198b0364a92f
'K1249','',Mushrooms - White Fungi,Pn,'E1','','No','available',2.50,3.90,4.25,4.80,4.25,4.25,3.75,4.80,3.75,82ebe516-19e9-4ee6-9282-6b6e48b858d6,8f170da3-9efc-40c7-b607-758d6b00e8a2
'K1250','',Mushrooms - Wild Pine,Kg,'E2','','No','unavailable',25.00,32.00,34.00,36.00,34.00,34.00,31.00,36.00,31.00,84e137b4-9eb1-4b3e-9541-f512a2f3741d,94ab9910-b3ea-495c-a740-198b0364a92f
'K1233','',Mushrooms Exotic - Porcini Mix,Kg,'E2','','No','unavailable',90.00,107.00,109.00,128.40,109.00,109.00,106.00,128.40,106.00,1fc61a96-ced3-4180-8a28-7f65049c3545,94ab9910-b3ea-495c-a740-198b0364a92f
'K1251','',Mushrooms Gourmet - Chanterelle,Kg,'E2','','No','unavailable',50.00,60.00,65.00,72.00,65.00,65.00,60.00,72.00,60.00,d6f6e776-8aea-41e2-b77d-ed272c3c5cc0,94ab9910-b3ea-495c-a740-198b0364a92f
'K1252','',Mushrooms Wild - Assorted,Each (500g),'E2','','No','unavailable',15.00,21.00,22.50,25.20,22.50,22.50,20.00,25.20,20.00,0e7d2d7b-0d08-46e7-aab7-a3170b0fc6f3,8bb9781f-61bf-45b8-a16c-d5bf66a266c8
'53721','',Mushrooms Wild - Assorted,Tray,'E2','','No','unavailable',50.00,62.00,64.00,74.40,64.00,64.00,60.00,74.40,60.00,0e7d2d7b-0d08-46e7-aab7-a3170b0fc6f3,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'K1254','',Mushrooms Wild - Grey Ghost,Kg,'E2','','No','unavailable',25.00,34.00,35.00,40.80,35.00,35.00,34.00,40.80,34.00,a373bec8-37e5-4d06-97fc-b1fa72a7d806,94ab9910-b3ea-495c-a740-198b0364a92f
'K1255','',Mushrooms Wild - Pine (Baby),Kg,'E2','','No','unavailable',25.00,35.00,38.00,42.00,38.00,38.00,34.00,42.00,34.00,9801db3f-df9e-4435-b84c-e8867d6261a4,94ab9910-b3ea-495c-a740-198b0364a92f
'K1256','',Mushrooms Wild - Porcini Fresh,Kg,'E2','','No','unavailable',70.00,91.00,95.00,109.20,95.00,95.00,85.00,109.20,85.00,21f81ef5-3b6b-4ba1-bd20-b3e261fdf072,94ab9910-b3ea-495c-a740-198b0364a92f
'K1257','',Mushrooms Wild - Slippery Jacks,Kg,'E2','','No','available',25.00,37.00,38.00,44.40,38.00,38.00,37.00,44.40,37.00,ba230eb5-d730-4ba9-859f-8482a2c7fb95,94ab9910-b3ea-495c-a740-198b0364a92f
'J1148','',Mustard Greens / Gai Choy,Bunch,'P3','','No','available',0.80,1.50,1.75,1.90,1.75,1.75,1.45,1.90,1.45,2c5f1184-2f83-48a1-b9a2-794e80ca2590,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'S2335','KG',Native - Blood Limes (Frozen) 'Creative Native',Kg,'','','No','available',34.00,45.00,47.00,54.00,54.00,47.00,43.00,43.00,43.00,229ff6da-0d93-423e-849a-612c4e3ea464,94ab9910-b3ea-495c-a740-198b0364a92f
'R2232','PKT',Native - Dukkah Saltbush Dried 'Creative Native',Pkt (1kg),'','','No','available',39.00,52.00,55.00,62.40,62.40,55.00,50.00,50.00,50.00,8a6cb6d8-23f1-42b0-a506-b4a92586e464,fae27775-8410-4b87-8976-fd6bf695edf9
'R2234','PKT',Native Dried - Strawberry Gum 'Creative Native',Pkt (250g),'','','No','available',27.00,36.00,39.00,43.20,43.20,39.00,35.00,35.00,35.00,7846fe01-a511-461c-867b-79e7079c6e0f,5d8a1855-8b53-4241-8d51-e21e13e271bc
'Q2103','',Natives - Agretti,Pkt (250g),'O1','PRE-ORDER REQUIRED','No','unavailable',7.00,9.45,9.90,11.34,9.90,9.90,9.45,11.34,9.45,5caf94f9-2cbe-468b-8fa9-0cc23b47ccae,5d8a1855-8b53-4241-8d51-e21e13e271bc
'Q2104','',Natives - Agretti,Pkt (50g),'O1','PRE-ORDER REQUIRED','No','unavailable',2.45,3.50,4.40,4.20,4.40,4.40,3.50,4.20,3.50,5caf94f9-2cbe-468b-8fa9-0cc23b47ccae,7b99aca9-320d-43f3-a52a-48452b04d821
'Q2152','PKT',Natives - Anise Myrtle,Pkt (50g),'O2','','No','available',16.00,22.00,23.00,26.40,23.00,23.00,22.00,26.40,22.00,dccc28b4-0361-4314-be68-e7b3d55d8dc8,7b99aca9-320d-43f3-a52a-48452b04d821
'Q2105','',Natives - Barilla,Each (500g),'O2','PRE-ORDER REQUIRED','No','available',7.00,12.50,14.00,15.00,14.00,14.00,12.00,15.00,12.00,ca29fe68-1a02-4183-b76a-e54c7977c09f,8bb9781f-61bf-45b8-a16c-d5bf66a266c8
'Q2106','',Natives - Barilla,Pkt (100g),'O2','PRE-ORDER REQUIRED','No','available',2.00,3.00,3.50,3.60,3.50,3.50,3.00,3.60,3.00,ca29fe68-1a02-4183-b76a-e54c7977c09f,fc73bfc7-6a97-4771-ae47-14a0596ec659
'S2320','',Natives - Bunya Nuts Frozen,Kg,'R1','','No','available',50.00,65.00,69.00,78.00,69.00,69.00,62.00,78.00,62.00,bc84cda3-ce43-43dd-8ac3-899654b595c5,94ab9910-b3ea-495c-a740-198b0364a92f
'R2239','TUB',Natives - Davidson Plum Chilli Sauce 'Creative Native',Tub (1.25kg),'','','No','available',23.00,31.00,33.00,37.20,37.20,33.00,29.00,29.00,29.00,f6013776-516c-4376-932f-7f6dc1046262,77eff14d-52b4-4b73-967e-41cbda4854d1
'S2308','',Natives - Davidson Plums FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','available',27.00,35.00,36.00,37.00,36.00,36.00,35.00,37.00,35.00,b16af131-d188-403f-ae5f-6ff36979c783,fae27775-8410-4b87-8976-fd6bf695edf9
'R2240','TUB',Natives - Desert Lime and Date Chutney 'Creative Native',Tub (1.25kg),'','','No','available',19.95,26.95,27.95,32.34,32.34,27.95,25.00,25.00,25.00,3525c473-b93c-465f-8403-d4ce4c140b95,77eff14d-52b4-4b73-967e-41cbda4854d1
'S2309','',Natives - Desert Limes FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','available',38.00,49.00,52.00,58.80,52.00,52.00,47.00,58.80,47.00,a87764df-45ed-42f0-9bfe-5d1c34ca768d,fae27775-8410-4b87-8976-fd6bf695edf9
'S2310','',Natives - Finger Limes FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','available',47.00,63.00,66.00,75.60,66.00,66.00,60.00,75.60,60.00,c5f49aa6-6b25-457e-af8a-fc0fc47c6a8f,fae27775-8410-4b87-8976-fd6bf695edf9
'S2311','PKT',Natives - Fish Smoking Rushes FROZEN,Pkt (400g),'R1','PRE-ORDER REQUIRED','No','available',10.00,15.00,16.00,18.00,16.00,16.00,14.00,18.00,14.00,9a0ac859-d9b9-43cc-b45e-0c3c5f4b600b,ffecff39-7fc2-4333-8c6f-09bf370861bb
'Q2107','',Natives - Iceplant,Pkt (100g),'D','PRE-ORDER REQUIRED','No','available',5.00,8.50,8.90,10.20,8.90,8.90,8.50,10.20,8.50,be268ff1-05b1-4279-b124-1e01c3d4a085,fc73bfc7-6a97-4771-ae47-14a0596ec659
'Q2108','',Natives - Iceplant,Pkt (1kg),'D','PRE-ORDER REQUIRED','No','available',14.00,24.00,26.00,28.80,26.00,26.00,23.00,28.80,23.00,be268ff1-05b1-4279-b124-1e01c3d4a085,fae27775-8410-4b87-8976-fd6bf695edf9
'S2312','',Natives - Illawarra Plums FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','available',30.00,42.90,45.00,51.48,45.00,45.00,41.00,51.48,41.00,22ed6495-e6bc-4c84-9959-70db0b97200c,fae27775-8410-4b87-8976-fd6bf695edf9
'Q2109','',Natives - Kangaroo Apple,Pn,'O2','','No','unavailable',5.00,9.50,11.00,11.40,11.00,11.00,9.50,11.40,9.50,7f2d6fc3-4f8b-4c4f-80dc-0089d2a35cdd,8f170da3-9efc-40c7-b607-758d6b00e8a2
'Q2110','',Natives - Karkalla,Pkt (100g),'D','PRE-ORDER REQUIRED','No','limited',6.00,8.50,9.00,9.50,9.00,9.00,8.00,9.50,8.00,a448e61c-52d4-45dd-b249-d99db8a8832e,fc73bfc7-6a97-4771-ae47-14a0596ec659
'Q2111','',Natives - Karkalla,Pkt (1kg),'D','PRE-ORDER REQUIRED','No','limited',50.00,75.00,79.00,85.00,79.00,79.00,72.00,85.00,72.00,a448e61c-52d4-45dd-b249-d99db8a8832e,fae27775-8410-4b87-8976-fd6bf695edf9
'Q2112','',Natives - Kutjera (Bush Tomato) DRIED,Pkt (100g),'D','PRE-ORDER REQUIRED','No','available',12.50,16.50,17.50,19.80,17.50,17.50,16.00,19.80,16.00,68337639-6c57-4de6-8a34-cab79ced6d88,fc73bfc7-6a97-4771-ae47-14a0596ec659
'S2313','',Natives - Lemon Aspen FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','available',36.00,46.80,50.00,56.16,50.00,50.00,46.80,56.16,46.80,24f99c8e-4875-458e-8b4b-eac0a7c9e332,fae27775-8410-4b87-8976-fd6bf695edf9
'Q2115','',Natives - Lemon Myrtle,Pkt (250g),'O2','PRE-ORDER REQUIRED','No','available',32.00,39.00,40.00,46.80,40.00,40.00,39.00,46.80,39.00,ac6fcba2-cbe2-4102-bcb4-bccb9f4d14a9,5d8a1855-8b53-4241-8d51-e21e13e271bc
'Q2116','',Natives - Lemon Myrtle,Pkt (25g),'O2','PRE-ORDER REQUIRED','No','available',5.00,7.50,8.00,9.00,8.00,8.00,7.00,9.00,7.00,ac6fcba2-cbe2-4102-bcb4-bccb9f4d14a9,020d2cf1-0700-40a5-a2b3-7b6a362203f0
'S2314','',Natives - Lilly Pilly FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','limited',25.00,33.75,37.00,40.50,37.00,37.00,33.75,40.50,33.75,b8a5164b-eebe-4c0f-ab8d-77c97d47e3ba,fae27775-8410-4b87-8976-fd6bf695edf9
'Q2117','',Natives - Mountain Pepperleaf GROUND,Pkt (100g),'D','PRE-ORDER REQUIRED','No','available',7.00,9.50,10.60,11.40,10.60,10.60,9.50,11.40,9.50,e84cfe4f-fd6e-42f9-a9c0-0211cb62bc09,fc73bfc7-6a97-4771-ae47-14a0596ec659
'S2315','',Natives - Muntries FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','available',30.00,43.00,45.00,51.60,45.00,45.00,40.00,51.60,40.00,e3389118-9b9f-4f45-b61d-16d424e1c8e3,fae27775-8410-4b87-8976-fd6bf695edf9
'Q2118','',Natives - Native Basil,Pkt (250g),'O2','PRE-ORDER REQUIRED','No','unavailable',7.50,12.00,13.00,14.40,13.00,13.00,12.00,14.40,12.00,0c1add54-71c1-4177-8d39-075383ee6b56,5d8a1855-8b53-4241-8d51-e21e13e271bc
'Q2119','',Natives - Native Basil,Pkt (50g),'O2','PRE-ORDER REQUIRED','No','unavailable',2.10,3.50,4.00,4.20,4.00,4.00,3.50,4.20,3.50,0c1add54-71c1-4177-8d39-075383ee6b56,7b99aca9-320d-43f3-a52a-48452b04d821
'S2316','',Natives - Native Currants FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','limited',33.00,44.00,47.15,52.80,47.15,47.15,44.00,52.80,44.00,ea28733d-d75c-48db-839b-d1eb919594bb,fae27775-8410-4b87-8976-fd6bf695edf9
'Q2120','',Natives - Native Thyme,Jar (25g),'O1','PRE-ORDER REQUIRED','No','available',2.50,4.00,4.50,4.80,4.50,4.50,4.00,4.80,4.00,9c05d85c-deb4-4390-9f72-93d29a773d2f,ea75f9ce-691e-4383-a2ec-9580940b1e72
'Q2121','',Natives - Native Thyme,Pkt (250g),'O1','PRE-ORDER REQUIRED','No','available',18.00,26.00,28.00,31.20,28.00,28.00,26.00,31.20,26.00,9c05d85c-deb4-4390-9f72-93d29a773d2f,5d8a1855-8b53-4241-8d51-e21e13e271bc
'S2317','',Natives - Paperbark FROZEN,Each,'R1','PRE-ORDER REQUIRED','No','available',12.75,18.00,19.00,20.00,19.00,19.00,18.00,20.00,18.00,b144bee6-2abb-4388-97c4-5eb2d2858743,8d446963-03cb-4081-9ba7-4909f3208813
'S2318','',Natives - Quandong FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','No','available',87.50,115.00,118.00,138.00,118.00,118.00,112.00,138.00,112.00,e322563c-660f-4c20-8758-e09fdde8ab46,fae27775-8410-4b87-8976-fd6bf695edf9
'R2238','TUB',Natives - Quandong Jam w Ginger 'Creative Native',Tub (1.3Kg),'','','No','available',24.90,33.00,35.00,39.60,39.60,35.00,31.00,31.00,31.00,735e6c57-03b1-4af1-abd6-c144313adacc,2ca630f6-fcb1-48e1-9316-43469656ce43
'S2327','',Natives - Rainforest Cherries Frozen,Kg,'R1','','No','unavailable',42.00,55.00,59.00,66.00,59.00,59.00,52.00,66.00,52.00,2d3fafea-b4fd-4127-9341-8c988bc2fe04,94ab9910-b3ea-495c-a740-198b0364a92f
'S2328','',Natives - Rainforest Lychee Frozen,Kg,'R1','','No','unavailable',60.00,78.00,85.00,93.60,85.00,85.00,72.00,93.60,72.00,cf0b1e1a-36b2-490d-b8cf-9baf49efc2c9,94ab9910-b3ea-495c-a740-198b0364a92f
'S2319','',Natives - Rosella Flower FROZEN,Pkt (1kg),'R1','PRE-ORDER REQUIRED','Yes','available',26.00,35.00,38.00,42.00,38.00,38.00,34.00,42.00,34.00,d72f6a22-c728-4adf-a4e3-a1dd2f89c98d,fae27775-8410-4b87-8976-fd6bf695edf9
'Q2141','',Natives - Saltbush,Bunch,'O2','','No','available',9.00,15.50,16.00,18.60,16.00,16.00,15.00,18.60,15.00,0e9efedf-06f5-4fb9-bd3b-8d3d57628612,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Q2142','',Natives - Saltbush,Pn,'O2','','No','available',5.00,7.50,8.00,9.00,8.00,8.00,7.50,9.00,7.50,0e9efedf-06f5-4fb9-bd3b-8d3d57628612,8f170da3-9efc-40c7-b607-758d6b00e8a2
'Q2143','',Natives - Samphire,Bag (500g),'O1','PRE-ORDER REQUIRED','No','unavailable',14.00,18.00,20.00,21.60,20.00,20.00,18.00,21.60,18.00,bfc4ede5-3ac8-4dc7-8fe2-f962bf1c227f,be67c5cd-a8eb-4254-9ff1-7109735b1273
'Q2144','',Natives - Samphire,Pn,'O1','PRE-ORDER REQUIRED','No','unavailable',6.00,8.00,8.50,9.60,8.50,8.50,8.00,9.60,8.00,bfc4ede5-3ac8-4dc7-8fe2-f962bf1c227f,8f170da3-9efc-40c7-b607-758d6b00e8a2
'S2330','',Natives - Sandalwood Kernels Frozen,Kg,'O2','','No','unavailable',50.00,71.45,71.45,85.74,71.45,71.45,62.50,85.74,62.50,dcd1185a-e9ab-42ca-9247-294352607c2a,94ab9910-b3ea-495c-a740-198b0364a92f
'Q2127','',Natives - Sea Blight,Pkt (100g),'O1','PRE-ORDER REQUIRED','No','available',6.00,8.00,8.50,9.60,8.50,8.50,8.00,9.60,8.00,8806c779-7aea-47d9-a60b-093412b93b63,fc73bfc7-6a97-4771-ae47-14a0596ec659
'Q2128','',Natives - Sea Blight,Pkt (500g),'O1','PRE-ORDER REQUIRED','No','available',7.00,13.50,14.50,16.20,14.50,14.50,13.00,16.20,13.00,8806c779-7aea-47d9-a60b-093412b93b63,bbc96781-61b6-419b-8da9-62128b447dee
'Q2129','',Natives - Sea Parsley,Pkt (250g),'O1','PRE-ORDER REQUIRED','No','limited',14.00,20.00,22.00,24.00,22.00,22.00,20.00,24.00,20.00,8e43a109-56e7-4537-8a3d-9f896556c251,5d8a1855-8b53-4241-8d51-e21e13e271bc
'Q2130','',Natives - Sea Parsley,Pkt (50g),'O1','PRE-ORDER REQUIRED','No','limited',2.45,3.50,4.20,4.20,4.20,4.20,3.50,4.20,3.50,8e43a109-56e7-4537-8a3d-9f896556c251,7b99aca9-320d-43f3-a52a-48452b04d821
'Q2145','Punnet',Natives - Seaberry Saltbush,Punnet (100gm),'N4','','No','available',4.00,6.50,7.00,7.80,7.00,7.00,6.00,7.80,6.00,b600381b-79bc-4eaa-8ff4-1fc0c4973249,03967c88-9b9a-48dd-b187-46463d44c8cc
'R2237','TUB',Natives - Spiced Bush Tomato Relish 'Creative Native',Tub (1.25kg),'','','No','available',22.00,29.50,31.00,35.40,35.40,31.00,28.00,28.00,28.00,8eb7a467-a932-4ea0-806b-88ce9c7ede7e,77eff14d-52b4-4b73-967e-41cbda4854d1
'Q2131','',Natives - Warrigal Greens,Pkt (100g),'O2','PRE-ORDER REQUIRED','No','available',2.20,4.50,4.85,5.40,4.85,4.85,4.50,5.40,4.50,f7cda0e6-862a-48ff-bafe-87270d4b4985,fc73bfc7-6a97-4771-ae47-14a0596ec659
'Q2132','',Natives - Warrigal Greens,Pkt (1kg),'O2','PRE-ORDER REQUIRED','No','available',20.00,35.00,38.00,42.00,38.00,38.00,33.00,42.00,33.00,f7cda0e6-862a-48ff-bafe-87270d4b4985,fae27775-8410-4b87-8976-fd6bf695edf9
'2451','',Natives - Warrigal Tips,Pkt (500g),'O2','PRE-ORDER REQUIRED','No','unavailable',10.00,14.30,15.50,17.16,15.50,15.50,14.00,17.16,14.00,7e04f1c2-2cb0-4ca1-a4e0-6d50b6832bfd,bbc96781-61b6-419b-8da9-62128b447dee
'R2236','PKT',Natives Dried - Anise Myrtle 'Creative Native',Pkt (500g),'','','No','available',49.00,66.00,69.00,79.20,79.20,69.00,63.00,63.00,63.00,70f08ac8-f419-4b1b-9fc7-01fbacdc6323,bbc96781-61b6-419b-8da9-62128b447dee
'R2233','PKT',Natives Dried - Blackening Spice 'Creative Native',Pkt (1kg),'','','No','available',29.00,39.00,42.00,46.80,46.80,42.00,38.00,38.00,38.00,a8536806-b1ec-4797-94d5-7dccf93a2872,fae27775-8410-4b87-8976-fd6bf695edf9
'R2235','PKT',Natives Dried - Lemon Myrtle 'Creative Native',Pkt (500g),'','','No','available',44.00,59.00,62.00,70.80,70.80,62.00,56.00,56.00,56.00,08dcea5d-5ce2-4be9-8bca-db868d9868c6,bbc96781-61b6-419b-8da9-62128b447dee
'R2231','PKT',Natives Dried - Pepperleaf Ground 'Creative Native',Pkt (1kg),'','','No','available',89.50,120.00,124.00,144.00,144.00,124.00,115.00,115.00,115.00,35164770-e8fb-4bcb-8afe-014c5de74df4,fae27775-8410-4b87-8976-fd6bf695edf9
'R2230','PKT',Natives Dried - Wattleseed Ground 'Creative Native',Pkt (500g),'','','No','available',34.00,45.00,47.00,54.00,54.00,47.00,43.00,43.00,43.00,61bdb65c-2f64-483c-90da-0f950df19271,bbc96781-61b6-419b-8da9-62128b447dee
'E0410','',Nectacots,Kg,'G3','','No','unavailable',8.00,12.85,13.20,15.42,13.20,13.20,12.00,15.42,12.00,1d1f4520-442b-41af-aeca-37357ebe87c9,94ab9910-b3ea-495c-a740-198b0364a92f
'E0411','',Nectarines - White,Box (10kg),'G3','','No','unavailable',35.00,46.00,48.00,55.20,48.00,48.00,45.00,55.20,45.00,e986dc11-1db3-4bb5-b09a-8b29536bf42d,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'E0413','',Nectarines - White,Kg,'G3','','No','unavailable',3.50,5.40,5.90,6.48,5.90,5.90,5.25,6.48,5.25,e986dc11-1db3-4bb5-b09a-8b29536bf42d,94ab9910-b3ea-495c-a740-198b0364a92f
'E0414','',Nectarines - White,Tray,'G3','','No','unavailable',20.00,29.00,32.00,34.80,32.00,32.00,28.00,34.80,28.00,e986dc11-1db3-4bb5-b09a-8b29536bf42d,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'E0415','',Nectarines - Yellow,Box (10kg),'G3','','No','unavailable',35.00,49.00,52.00,58.80,52.00,52.00,48.00,58.80,48.00,afc50f59-ff86-46c0-8863-554e146a585c,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
