product_code,unit_of_order_code,product_name(do not edit),quantity_type(do not edit),product_tag,extra_product_details,tax_applicable(Yes or No),availability(available or limited or unavailable or hidden),cost,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,product_id(do not edit),quantity_type_id(do not edit)
'E0417','',Nectarines - Yellow,Kg,'G3','','No','unavailable',3.50,5.75,6.25,6.90,6.25,6.25,5.50,6.90,5.50,afc50f59-ff86-46c0-8863-554e146a585c,94ab9910-b3ea-495c-a740-198b0364a92f
'E0418','',Nectarines - Yellow,Tray,'G3','','No','unavailable',18.00,29.00,32.00,34.80,32.00,32.00,28.00,34.80,28.00,afc50f59-ff86-46c0-8863-554e146a585c,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'E0419','',Nectarines IMPORT,Kg,'G3','','No','available',10.00,16.50,17.50,18.50,17.50,17.50,15.00,18.50,21.00,17421766-825d-4f61-9d16-086b6c721d7c,94ab9910-b3ea-495c-a740-198b0364a92f
'T2401','',Nets - Mandarin Bundle,Each,'S1','','No','unavailable',6.00,8.80,9.80,10.56,9.80,9.80,8.50,10.56,8.50,05a5f409-dbf5-4e22-877c-9d86df73e6f0,8d446963-03cb-4081-9ba7-4909f3208813
'6144048','CTN',Oats - Rolled Calico 'Kialla',CTN (8),'','','No','available',8.57,13.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4b3f64a5-3528-4769-9488-ecd05c85ad56,a695e567-ca7b-4470-93b4-afeb618381d4
'OEV500','CTN',Oil - Olive Extra Virgin Organic 'Mount Zero',CTN (6),'','','No','available',12.15,19.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704ba859-dc5e-4080-972c-e1921dcc3a79,6f863200-b855-4fb9-addb-fa79918800ef
'H0880','',Okra,Kg,'E4','','No','available',10.00,13.95,14.60,15.50,14.60,14.60,13.50,15.50,14.50,f10caf53-1089-4b42-abe9-75bc19166f53,94ab9910-b3ea-495c-a740-198b0364a92f
'A0061','',Olives - Black,Box,'N6','','No','available',50.00,67.00,75.00,82.00,75.00,75.00,65.00,82.00,65.00,e8619df4-762e-41f0-8531-0a8364495acb,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'A0062','',Olives - Green,Box,'N6','','No','unavailable',30.00,39.00,44.00,46.80,44.00,44.00,36.00,46.80,36.00,af362b7d-5196-4979-913a-37ad9d9b8a70,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'A0063','',Olives - Salted Black,Kg,'N6','','No','limited',7.50,9.20,9.80,11.04,9.80,9.80,9.20,11.04,9.20,a6af767e-7dbd-40a7-b973-7e10d092e061,94ab9910-b3ea-495c-a740-198b0364a92f
'M1573','',Onions - Brown (Diced),Bag (5kg),'J4','48 hours notice required for this product','No','available',14.25,19.20,21.40,23.50,21.40,21.40,18.50,23.50,18.50,b583851b-1b2c-4502-a97c-21b0f65f1ee9,305f8071-b64c-488d-8ac9-09703d6e68b1
'L1326','',Onions - Brown (Large),Bag (20kg),'A','','No','available',12.00,21.00,24.00,25.20,24.00,24.00,20.00,25.20,20.00,006cbf1c-deba-4a5c-b2f3-505535fc4b73,3e8c8d0a-d03e-42b1-a14a-8ada3722b918
'L1324','',Onions - Brown (Large),Kg,'A','','No','available',0.60,1.60,1.80,1.92,1.80,1.80,1.50,1.92,1.50,006cbf1c-deba-4a5c-b2f3-505535fc4b73,94ab9910-b3ea-495c-a740-198b0364a92f
'L1325','',Onions - Brown (Pre-Pack),Each (1kg),'D','','No','available',1.56,2.80,3.30,3.65,3.30,3.30,2.60,3.65,2.60,83669c1b-e449-4e1b-951c-7b0e10bc904e,21b4c685-28a8-4db8-bef4-63386d8ca732
'M1574','',Onions - Brown (Sliced),Kg,'J4','48 hours notice required for this product','No','available',2.85,4.40,4.90,5.40,4.90,4.90,4.00,5.40,4.00,8d4adbbf-e7e3-4025-bf79-7754809df598,94ab9910-b3ea-495c-a740-198b0364a92f
'L1441','Bag',Onions - Brown Medium,Bag (10kg),'A','','No','available',4.00,6.50,7.00,7.70,7.00,7.00,6.50,7.70,7.00,30ff3b5a-5370-4427-a015-4b1632412c06,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'L1322','Box',Onions - Brown Medium,Box (15kg),'A','','No','available',20.00,27.00,30.00,33.00,30.00,30.00,26.00,33.00,26.00,30ff3b5a-5370-4427-a015-4b1632412c06,b6f5f70b-64a5-442d-be21-ad517f978076
'M1575','',Onions - Brown Peeled,Bag (10kg),'J3','48 hours notice required for this product','No','available',15.00,22.00,24.00,26.00,24.00,24.00,21.00,26.00,21.00,98fc381e-3652-4e97-a718-269fd10012f6,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'L1321','',Onions - Brown Small (Pre-Pack),Bag (2kg),'A','','No','available',2.00,4.00,4.25,4.80,4.25,4.25,4.00,4.80,4.00,0bc97b74-d1d2-4eb4-a806-0ef90ec0e821,fe5623f1-5b02-408d-ae59-3c5adc943631
'L1327','',Onions - Cipollini Brown,Box (5kg),'D','','No','available',25.00,35.00,37.00,42.00,37.00,37.00,32.00,42.00,32.00,1cf126a3-19a6-4ada-892f-4a057188774b,3d485084-df7f-4606-b912-b5c196504808
'L1328','',Onions - Cipollini Brown,Kg,'D','','No','available',5.00,8.50,9.25,10.20,9.25,9.25,8.00,10.20,8.00,1cf126a3-19a6-4ada-892f-4a057188774b,94ab9910-b3ea-495c-a740-198b0364a92f
'L1329','',Onions - Cipollini Purple / Red,Box (5kg),'D','','No','available',25.00,35.00,37.00,42.00,37.00,37.00,32.00,42.00,32.00,f398803b-ea26-4229-959e-57740c725433,3d485084-df7f-4606-b912-b5c196504808
'L1330','',Onions - Cipollini Purple / Red,Kg,'D','','No','available',5.00,8.50,9.25,10.20,9.25,9.25,8.00,10.20,8.00,f398803b-ea26-4229-959e-57740c725433,94ab9910-b3ea-495c-a740-198b0364a92f
'L1331','',Onions - Cocktail / Pickling,Bag (20kg),'D','','No','available',16.00,27.00,30.00,33.00,30.00,30.00,26.00,33.00,26.00,44e8ebb7-b59f-44ec-9a94-6dd009e07e46,3e8c8d0a-d03e-42b1-a14a-8ada3722b918
'L1332','',Onions - Cocktail / Pickling,Kg,'D','','No','available',0.80,1.65,1.75,1.90,1.75,1.75,1.55,1.90,1.55,44e8ebb7-b59f-44ec-9a94-6dd009e07e46,94ab9910-b3ea-495c-a740-198b0364a92f
'M1576','',Onions - Cocktail / Pickling (Peeled),Bag (10kg),'J4','48 hours notice required for this product','No','available',55.00,70.00,73.00,84.00,73.00,73.00,68.00,84.00,68.00,3753e406-c7fd-4d9e-8fab-440f242fb249,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'L1337','',Onions - Large Red,Bag (10kg),'A','','No','available',12.00,18.00,19.50,22.00,19.50,19.50,18.00,22.00,18.00,8db4a7b3-8961-42dc-b96f-0332307ef49c,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'L1335','',Onions - Large Red,Kg,'A','','No','available',1.20,2.45,2.65,2.94,2.65,2.65,2.40,2.94,2.40,8db4a7b3-8961-42dc-b96f-0332307ef49c,94ab9910-b3ea-495c-a740-198b0364a92f
'M1577','',Onions - Red (Diced),Bag (5kg),'J4','48 hours notice required for this product','No','available',20.00,27.00,30.00,33.00,30.00,30.00,26.00,33.00,26.00,8e61aaa4-f73b-44b9-991c-19b43b807e0f,305f8071-b64c-488d-8ac9-09703d6e68b1
'L1333','',Onions - Red Medium,Box (10kg),'A','','No','available',20.00,28.00,31.00,35.00,31.00,31.00,27.00,35.00,27.00,041d69b2-689e-4d41-b58e-6bcb5709a495,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'M1578','',Onions - Red Peeled,Bag (10kg),'J3','48 hours notice required for this product','No','available',20.00,26.00,28.00,30.00,28.00,28.00,25.00,30.00,25.00,a53b3011-b6ca-4a55-b465-fec981e4220a,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'L1336','',Onions - Red Salad,Bunch,'K3','','No','available',3.50,4.85,5.35,5.82,5.35,5.35,4.85,5.82,4.85,391e0048-e4eb-409e-8316-fcb4778b79ad,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'M1621','',Onions - Red Sliced,Bag (500g),'J4','48 hours notice required for this product','No','available',2.80,4.62,4.62,5.54,4.62,4.62,4.62,5.54,4.62,0a3b311b-70d0-4165-8f83-40cc3a2355d9,be67c5cd-a8eb-4254-9ff1-7109735b1273
'M1579','',Onions - Red Sliced,Bag (5kg),'J4','48 hours notice required for this product','No','available',17.50,24.00,26.00,28.80,26.00,26.00,24.00,28.80,24.00,0a3b311b-70d0-4165-8f83-40cc3a2355d9,305f8071-b64c-488d-8ac9-09703d6e68b1
'L1440','',Onions - White,Box (10kg),'D','','No','available',35.00,45.00,48.00,52.00,48.00,48.00,43.00,52.00,43.00,9e110cae-c752-4c5b-b4f1-c764de3cd2bb,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'L1338','',Onions - White,Kg,'D','','No','available',3.50,4.95,5.50,6.20,5.50,5.50,4.80,6.20,4.80,9e110cae-c752-4c5b-b4f1-c764de3cd2bb,94ab9910-b3ea-495c-a740-198b0364a92f
'L1339','',Onions - White Salad,Bunch,'K3','','No','available',4.00,6.20,7.00,7.60,7.00,7.00,5.95,7.60,5.95,ebc9bd51-4fcd-4ca1-8a4b-d87229b60ae5,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'M1580','',Oranges (Cut),Kg,'J4','48 hours notice required for this product','No','unavailable',7.50,11.50,12.50,13.80,12.50,12.50,11.50,13.80,11.50,05794b06-8e00-40d0-a577-62d5d37e97e4,94ab9910-b3ea-495c-a740-198b0364a92f
'D0341','',Oranges (Pre-Pack),Net (3Kg),'J9','','No','available',3.50,4.50,4.80,4.90,3.85,4.80,4.20,4.20,3.30,d38ac36a-811f-4f8b-9313-bedc2d6fb812,524a302a-45fe-4dc3-873d-65e3b50efe61
'M1581','',Oranges (Sliced),Each,'J4','72 HOURS NOTICE REQUIRED','No','limited',0.12,0.20,0.22,0.24,0.22,0.22,0.20,0.24,0.20,27720f1a-3c43-4899-8bf0-14925862cbfd,8d446963-03cb-4081-9ba7-4909f3208813
'M1582','',Oranges (Sliced),Kg,'J4','72 HOURS NOTICE REQUIRED','No','limited',6.75,9.50,10.20,11.40,10.20,10.20,9.50,11.40,9.50,27720f1a-3c43-4899-8bf0-14925862cbfd,94ab9910-b3ea-495c-a740-198b0364a92f
'D0342','',Oranges - Blood,Box,'H4','','No','available',40.00,50.00,54.00,58.00,54.00,54.00,49.00,58.00,61.00,c6636737-a152-4646-b3ef-051041cadb20,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'D0344','',Oranges - Blood,Kg,'H4','','No','available',4.00,6.50,6.90,7.50,6.90,6.90,6.50,7.50,8.75,c6636737-a152-4646-b3ef-051041cadb20,94ab9910-b3ea-495c-a740-198b0364a92f
'D0345','',Oranges - Cara Cara,Kg,'H7','','No','available',3.85,5.50,5.85,6.45,5.85,5.85,5.25,6.45,5.95,4242a882-b40c-4f6c-b907-940d0edd4c3a,94ab9910-b3ea-495c-a740-198b0364a92f
'D0346','',Oranges - Cara Cara,Tray (13Kg),'H7','','No','available',50.00,67.00,70.00,75.00,70.00,70.00,65.00,75.00,84.00,4242a882-b40c-4f6c-b907-940d0edd4c3a,d0fb2926-b25b-4f30-893e-59ea674b0929
'D0347','',Oranges - Dolci,Box (10kg),'H4','','No','limited',45.00,60.00,62.00,72.00,62.00,62.00,58.00,72.00,58.00,7beac966-8bad-428b-9247-09defc2a3964,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'D0348','',Oranges - Dolci,Kg,'H4','','No','limited',4.50,6.80,7.25,8.16,7.25,7.25,6.50,8.16,6.50,7beac966-8bad-428b-9247-09defc2a3964,94ab9910-b3ea-495c-a740-198b0364a92f
'D0352','',Oranges - Seville,Box (15kg),'H4','','No','unavailable',40.00,49.00,51.00,58.80,51.00,51.00,48.00,58.80,48.00,97edc1e1-55fe-43e5-b76d-1f40b6e6f4a5,b6f5f70b-64a5-442d-be21-ad517f978076
'D0356','',Oranges IMPORT,Box (16kg),'H4','','No','unavailable',48.00,59.00,65.00,72.00,65.00,65.00,57.00,72.00,57.00,18615f4d-aba9-4a0c-a539-3250b4d18a37,c8144b00-19d8-49d7-a0a6-544aa83a1e3e
'D0357','',Oranges IMPORT,Kg,'H4','','No','unavailable',3.00,4.40,4.95,5.50,4.95,4.95,4.00,5.50,4.00,18615f4d-aba9-4a0c-a539-3250b4d18a37,94ab9910-b3ea-495c-a740-198b0364a92f
'D0358','',Oranges Juicing,Bin (330kg),'I7','','No','available',380.00,500.00,540.00,580.00,540.00,540.00,480.00,580.00,570.00,516dbcf4-36e4-4f79-b30c-b83e2347d391,82e75dee-aac2-49b2-b352-7003ef30b245
'D0359','',Oranges Juicing,Box,'I7','','No','available',12.00,17.00,18.50,20.00,18.50,18.50,16.50,20.00,19.50,516dbcf4-36e4-4f79-b30c-b83e2347d391,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'D0361','',Oranges Juicing,Kg,'I7','','No','available',1.46,2.35,2.55,2.75,2.55,2.55,2.20,2.75,2.20,516dbcf4-36e4-4f79-b30c-b83e2347d391,94ab9910-b3ea-495c-a740-198b0364a92f
'M1583','',Oranges Juicing (Peeled),Kg,'J4','48 hours notice required for this product','No','available',5.50,7.85,8.50,9.42,8.50,8.50,7.85,9.42,7.85,f7a52df4-3787-4ad9-a7b4-2c699be8afe3,94ab9910-b3ea-495c-a740-198b0364a92f
'D0349','BOX',Oranges Premium,Box (15kg),'J8','','No','available',28.00,38.00,42.00,46.00,42.00,42.00,36.50,46.00,37.50,3efbe8cc-87ca-4d2b-9ec7-e26cbf58d5f3,b6f5f70b-64a5-442d-be21-ad517f978076
'D0351','KG',Oranges Premium,Kg,'J8','','No','available',1.87,2.95,3.35,3.75,3.35,3.35,2.80,3.75,3.30,3efbe8cc-87ca-4d2b-9ec7-e26cbf58d5f3,94ab9910-b3ea-495c-a740-198b0364a92f
'P2044','',Oregano,Bunch,'P4','','No','available',2.00,3.20,3.50,3.60,3.50,3.50,3.10,3.60,2.65,65306632-2f92-49da-afff-4b363e36927d,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'P2045','',Oregano 'Retail Pnt',Pn,'O2','','No','limited',1.60,2.50,2.80,3.00,2.80,2.80,2.20,3.00,2.20,1dbdfac2-9952-4cd6-b76b-6374de61e8fe,8f170da3-9efc-40c7-b607-758d6b00e8a2
'A0082','',Organic Bananas,Box (13kg),'D','','No','available',49.00,65.00,68.00,73.45,68.00,68.00,63.00,73.45,63.00,824e4ffc-0839-4636-a394-5467f50f0da0,d35b4e4a-31e8-4329-8fff-9a87e9be5978
'N1839','',Oxalis Flower,Pn,'N4','','No','available',7.50,10.00,11.00,12.00,11.00,11.00,9.50,12.00,9.50,97b1f637-f945-48e5-826a-dab7789bff9d,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1840','',Oyster Leaves,Pn,'N4','','No','available',6.00,13.50,14.50,16.20,14.50,14.50,13.00,16.20,13.00,3459b1a5-c276-424c-bd9e-d21217c1ca8c,8f170da3-9efc-40c7-b607-758d6b00e8a2
'L1340','',Palm Hearts Fresh,Kg,'R1','','No','unavailable',26.00,33.00,34.00,39.60,34.00,34.00,33.00,39.60,33.00,bad25fd9-812b-4da7-87b8-37bf42719704,94ab9910-b3ea-495c-a740-198b0364a92f
'P2046','',Pandan Leaves,Bunch,'O5','','No','available',2.00,3.20,3.60,4.00,3.60,3.60,3.20,4.00,3.20,7680aa2a-9ea7-4ce6-8e44-6ceda40a7350,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'B0141','',Papaya / Paw Paw - Green,Each,'E4','','No','available',4.44,6.60,7.25,7.80,7.25,7.25,6.25,7.80,6.25,c206a82a-5242-4718-aea4-5ce59533b624,8d446963-03cb-4081-9ba7-4909f3208813
'B0142','',Papaya / Paw Paw - Green,Kg,'E4','','No','available',4.44,6.60,7.25,7.80,7.25,7.25,6.25,7.80,6.25,c206a82a-5242-4718-aea4-5ce59533b624,94ab9910-b3ea-495c-a740-198b0364a92f
'B0143','',Papaya / Paw Paw - Red,Each,'D','','No','available',6.00,8.80,9.60,10.50,9.60,9.60,8.50,10.50,8.50,909e1fcc-1ec9-4f5c-b140-a91847b46d1c,8d446963-03cb-4081-9ba7-4909f3208813
'B0144','',Papaya / Paw Paw - Red,Kg,'D','','No','available',6.00,8.80,9.60,10.50,9.60,9.60,8.50,10.50,8.50,909e1fcc-1ec9-4f5c-b140-a91847b46d1c,94ab9910-b3ea-495c-a740-198b0364a92f
'B0145','',Papaya / Paw Paw - Yellow,Each,'D','','No','unavailable',4.44,6.60,7.25,7.80,7.25,7.25,6.25,7.80,6.25,146203a3-1aca-4ba7-92e9-e33bb6a65759,8d446963-03cb-4081-9ba7-4909f3208813
'B0146','',Papaya / Paw Paw - Yellow,Kg,'D','','No','unavailable',4.44,6.60,7.25,7.80,7.25,7.25,6.25,7.80,6.25,146203a3-1aca-4ba7-92e9-e33bb6a65759,94ab9910-b3ea-495c-a740-198b0364a92f
'P2047','',Parsley - Aussie / Curly 'Retail Pnt',Pn,'O2','','No','limited',1.60,2.50,2.80,3.00,2.80,2.80,2.20,3.00,2.20,33f6a851-bac6-4c4d-b751-dcec0c31c9b9,8f170da3-9efc-40c7-b607-758d6b00e8a2
'P2048','',Parsley - Aussie / Curly (LnE),Kg,'P7','','No','available',6.00,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9c272225-d19d-4772-b83b-3d6a3eb75f3f,94ab9910-b3ea-495c-a740-198b0364a92f
'P2049','',Parsley - Continental,Bunch,'P7','','No','available',1.00,1.55,1.75,1.90,1.75,1.75,1.45,1.90,1.55,843684af-0d5f-4e2f-b380-a25fb4db2bd0,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'P2050','',Parsley - Continental 'Retail Pnt',Pn,'O2','','No','limited',1.60,2.50,2.80,3.00,2.80,2.80,2.20,3.00,2.20,e5039e22-2211-43d0-823b-25fbac36aaa1,8f170da3-9efc-40c7-b607-758d6b00e8a2
'P2051','',Parsley - Continental (Picked),Kg,'O1','','No','available',65.00,90.00,95.00,100.00,95.00,95.00,86.00,100.00,86.00,179c7877-a187-4545-9b14-5964f41620dd,94ab9910-b3ea-495c-a740-198b0364a92f
'P2077','',Parsley - Continental Loose,Bag (500g),'O1','','No','available',6.00,9.30,9.90,10.55,9.90,9.90,9.00,10.55,5.60,b04062d9-f227-4ade-aea8-d97b34853f7a,be67c5cd-a8eb-4254-9ff1-7109735b1273
'P2052','',Parsley - Curly,Bunch,'P7','','No','available',1.00,1.55,1.75,1.90,1.75,1.75,1.50,1.90,1.55,92a546af-9f86-479e-9eb2-9a2fc0236edf,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'H0882','',Parsnip - Baby,Kg,'F1','','No','available',6.00,11.50,12.50,13.80,12.50,12.50,11.00,13.80,11.00,74f49213-d95f-45ac-8bcb-124075b62086,94ab9910-b3ea-495c-a740-198b0364a92f
'H0886','',Parsnip - Large,Bag (20kg),'I8','','No','available',40.00,51.00,54.00,57.00,54.00,54.00,49.00,57.00,40.00,d23bd4ee-5e48-4b2a-8095-28058a3ff801,3e8c8d0a-d03e-42b1-a14a-8ada3722b918
'H0888','',Parsnip - Large,Kg,'I8','','No','available',2.00,3.10,3.45,3.75,3.45,3.45,2.95,3.75,2.80,d23bd4ee-5e48-4b2a-8095-28058a3ff801,94ab9910-b3ea-495c-a740-198b0364a92f
'H0883','',Parsnip - Medium,Box (10kg),'F1','','No','available',50.00,67.00,70.00,75.00,70.00,70.00,65.00,75.00,65.00,acaaf121-9385-4ada-bb41-9546fcd9ba0d,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'H0885','',Parsnip - Medium,Kg,'F1','','No','available',5.00,7.95,8.50,9.54,8.50,8.50,7.90,9.54,7.90,acaaf121-9385-4ada-bb41-9546fcd9ba0d,94ab9910-b3ea-495c-a740-198b0364a92f
'M1584','',Parsnips - Peeled,Kg,'J4','48 hours notice required for this product','No','available',5.50,9.50,10.70,11.40,10.70,10.70,9.50,11.40,9.50,052cb162-39a2-4fc2-8236-7715d9181963,94ab9910-b3ea-495c-a740-198b0364a92f
'A0064','',Passionfruit,Box (110),'F4','','No','available',60.00,77.00,82.00,86.00,82.00,82.00,75.00,86.00,58.00,63450878-5d1f-4388-8213-5c5f38820938,f79d6bea-a7bc-42f2-8f38-65e82d37fb9f
'A0065','',Passionfruit,Each,'F4','','No','available',0.55,0.85,0.80,0.85,0.80,0.80,0.70,0.85,0.70,63450878-5d1f-4388-8213-5c5f38820938,8d446963-03cb-4081-9ba7-4909f3208813
'A0066','',Passionfruit - Panama,Each,'F4','','No','unavailable',0.94,1.45,1.60,1.74,1.60,1.60,1.45,1.74,1.45,f10ef1c7-c2ed-4898-8582-528d7685e4a4,8d446963-03cb-4081-9ba7-4909f3208813
'A0067','',Passionfruit - Small,Box,'F4','','No','available',50.00,67.00,75.00,82.00,75.00,75.00,65.00,82.00,58.00,8741da50-1362-49ec-8676-16b5d4a59506,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'3548','',Pasta - Tuna Bake,Each (500g),'Kitchen','','No','available',6.00,8.99,8.99,10.79,8.99,8.99,8.99,10.79,8.99,5f9777b3-3da4-4c72-bf10-2ecb394afb1f,8bb9781f-61bf-45b8-a16c-d5bf66a266c8
'M1585','',Pastie Mix (Diced),Bag (2.5kg),'J4','48 hours notice required for this product','No','available',8.50,11.50,12.80,13.80,12.80,12.80,11.50,13.80,11.50,04e0f8c9-7e84-418c-aba5-ad78f3a4bd2a,33575ae6-8aad-4c14-9921-5df547c888bf
'E0420','',Peaches - Clingstone,Kg,'G3','','No','unavailable',5.91,9.50,9.90,11.40,9.90,9.90,9.00,11.40,9.00,ade02c82-6235-48f4-9128-9ef86555ad77,94ab9910-b3ea-495c-a740-198b0364a92f
'E0421','',Peaches - Clingstone,Tray,'G3','','No','unavailable',32.50,44.00,47.00,52.80,47.00,47.00,40.00,52.80,40.00,ade02c82-6235-48f4-9128-9ef86555ad77,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'E0422','',Peaches - White,Box (10kg),'G4','','No','unavailable',34.00,43.00,46.00,51.60,46.00,46.00,41.00,51.60,41.00,0b9c9556-7760-426c-8766-02c8a8a49a1b,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'E0424','',Peaches - White,Kg,'G4','','No','unavailable',6.80,9.80,9.90,11.76,9.90,9.90,7.50,11.76,7.50,0b9c9556-7760-426c-8766-02c8a8a49a1b,94ab9910-b3ea-495c-a740-198b0364a92f
'E0425','',Peaches - White,Tray (5kg),'G4','','No','unavailable',34.00,44.00,48.00,52.80,48.00,48.00,44.00,52.80,44.00,0b9c9556-7760-426c-8766-02c8a8a49a1b,c0d86ad7-5b59-45dd-a0cc-2a2668796274
'E0426','',Peaches - Yellow,Box (10kg),'G3','','No','unavailable',32.00,40.00,42.00,48.00,42.00,42.00,39.00,48.00,39.00,79dd909c-23b7-4cc2-9bbf-4242f01b224e,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'E0428','',Peaches - Yellow,Kg,'G3','','No','unavailable',3.20,6.00,6.50,7.20,6.50,6.50,5.50,7.20,5.50,79dd909c-23b7-4cc2-9bbf-4242f01b224e,94ab9910-b3ea-495c-a740-198b0364a92f
'E0429','',Peaches - Yellow,Tray (5kg),'G3','','No','unavailable',16.00,24.00,26.00,28.80,26.00,26.00,23.00,28.80,23.00,79dd909c-23b7-4cc2-9bbf-4242f01b224e,c0d86ad7-5b59-45dd-a0cc-2a2668796274
'E0430','',Peaches IMPORT,Kg,'G3','','No','available',13.33,19.50,20.75,22.00,20.75,20.75,19.00,22.00,19.00,5082236c-81bd-4633-ab2f-1334abb6a320,94ab9910-b3ea-495c-a740-198b0364a92f
'1006383','CTN',Peanut Butter 'Darryl's',CTN (40),'','','No','available',5.50,9.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,dc4cec44-4509-4471-9286-4acea8b24f03,b387bd28-8073-4467-8117-8eae6bf768ae
'X2801','',Peanuts,Kg,'D','','No','available',8.00,11.00,11.00,13.20,11.00,11.00,11.00,13.20,11.00,2bc64556-1d45-4b57-a627-56a485e89dbe,94ab9910-b3ea-495c-a740-198b0364a92f
'C0255','Box',Pears (2nd's),Box,'O6','Green','No','unavailable',28.00,38.00,42.00,45.00,42.00,42.00,37.00,45.00,37.00,8cb455e0-1f5b-4084-b841-265b36b45e20,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'C0256','KG',Pears (2nd's),Kg,'O6','Green','No','unavailable',2.33,3.65,3.90,4.40,3.90,3.90,3.50,4.40,3.50,8cb455e0-1f5b-4084-b841-265b36b45e20,94ab9910-b3ea-495c-a740-198b0364a92f
'C0233','',Pears - Baby,Box (9kg),'G4','','No','available',30.00,46.00,49.00,55.20,49.00,49.00,45.00,55.20,45.00,e250f6cb-31f1-4dfe-a5b5-4fe2659588b5,b5d0be67-3c4b-4d26-91bf-cc9280022920
'C0234','',Pears - Baby,Kg,'G4','','No','available',3.00,5.75,6.45,6.90,6.45,6.45,5.75,6.90,5.75,e250f6cb-31f1-4dfe-a5b5-4fe2659588b5,94ab9910-b3ea-495c-a740-198b0364a92f
'C0235','',Pears - Beurre Bosc,Box (75),'G4','','No','available',32.00,43.00,48.00,53.00,48.00,48.00,41.00,53.00,41.00,dfadb035-2832-4871-b981-8d6e6f0b3179,7ad4e5d3-62b1-4a54-9973-8c0311f0b75e
'C0237','',Pears - Beurre Bosc,Kg,'G4','','No','available',2.67,4.00,4.40,4.90,4.40,4.40,3.80,4.90,3.80,dfadb035-2832-4871-b981-8d6e6f0b3179,94ab9910-b3ea-495c-a740-198b0364a92f
'C0238','',Pears - Corella,Each,'G4','','No','available',0.87,1.40,1.50,1.60,1.50,1.50,1.30,1.60,1.60,f7fd4feb-4e76-4761-949a-378a33896e8a,8d446963-03cb-4081-9ba7-4909f3208813
'C0239','',Pears - Corella,Tray,'G4','','No','available',26.00,35.00,39.00,43.00,39.00,39.00,34.00,43.00,42.00,f7fd4feb-4e76-4761-949a-378a33896e8a,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'C0240','',Pears - D'Anjou Red,Kg,'G4','','No','available',4.80,6.90,7.40,8.28,7.40,7.40,6.90,8.28,6.90,4444a990-24b2-4fc2-93ba-c70f34265e4b,94ab9910-b3ea-495c-a740-198b0364a92f
'C0251','',Pears - Green,Box,'G4','','No','available',40.00,50.00,53.00,56.00,53.00,53.00,49.00,56.00,47.00,7299d1a7-1207-4601-8942-3d79ee3129ac,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'C0252','',Pears - Green,Kg,'G4','','No','available',3.33,4.75,5.25,5.75,5.25,5.25,4.50,5.75,4.20,7299d1a7-1207-4601-8942-3d79ee3129ac,94ab9910-b3ea-495c-a740-198b0364a92f
'C0241','',Pears - Honey,Tray,'G4','','No','unavailable',30.00,39.00,40.00,46.80,40.00,40.00,38.00,46.80,38.00,de55ff05-f8b0-48d2-aba2-79832338983e,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'C0242','',Pears - Nashi,Each,'G4','','No','available',1.00,1.75,1.95,2.10,1.95,1.95,1.75,2.10,1.75,77dcca40-1fa8-42e1-8e09-53d013e697d6,8d446963-03cb-4081-9ba7-4909f3208813
'C0243','',Pears - Nashi,Tray,'G4','','No','available',16.00,27.00,29.00,32.40,29.00,29.00,25.00,32.40,25.00,77dcca40-1fa8-42e1-8e09-53d013e697d6,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
